Use_FINAL,Rationale,act_id,MLocID,StationDes,GNIS_Name,SampleStart_Date,tot.abund,Latitude,Longitude,AU_ID,EcoRegion3,EcoRegion2,Reachcode,Measure,ELEV_Ft,COMID,Nearby_COMID,ReferenceSite,Name,Description
Y,,33151-ORDEQ:20140929:R:SR,33151-ORDEQ,Upper Bewley CR at culvert (Tillamook),Bewley Creek,09/29/2014,573,45.37985537,-123.8765523,OR_SR_1710020303_05_105888,1,MARINE WEST COAST FOREST,17100203000679,1.56385,76,23876137,,MOST DISTURBED,33151-ORDEQ,Upper Bewley CR at culvert (Tillamook)
Y,,146644,PIBO:1491,upper hay,NULL,06/09/2010,438,45.36533783,-120.2877749,OR_WS_170702041003_05_102242,10,COLD DESERTS,17070204010126,66.023301040000007,1347,23686848,,MOST DISTURBED,PIBO:1491,upper hay
Y,,121212,ORUWC0005,Upper West Fork Cow Creek,West Fork Cow Creek,07/04/2002,120,42.8077,-123.85895,OR_WS_171003020801_02_104853,1,MARINE WEST COAST FOREST,17100302000149,25.807002879999999,2156,23901199,,MOST DISTURBED,ORUWC0005,Upper West Fork Cow Creek
N,,145634,ORUWC0005,Upper West Fork Cow Creek,West Fork Cow Creek,06/10/2010,77,42.8077,-123.85895,OR_WS_171003020801_02_104853,1,MARINE WEST COAST FOREST,17100302000149,25.807002879999999,2156,23901199,,MOST DISTURBED,ORUWC0005,Upper West Fork Cow Creek
N,,168636,ORUWC0005,Upper West Fork Cow Creek,West Fork Cow Creek,06/15/2018,648,42.8077,-123.85895,OR_WS_171003020801_02_104853,1,MARINE WEST COAST FOREST,17100302000149,25.807002879999999,2156,23901199,,MOST DISTURBED,ORUWC0005,Upper West Fork Cow Creek
N,,168643,ORUWC0005,Upper West Fork Cow Creek,West Fork Cow Creek,06/19/2018,119,42.8077,-123.85895,OR_WS_171003020801_02_104853,1,MARINE WEST COAST FOREST,17100302000149,25.807002879999999,2156,23901199,,MOST DISTURBED,ORUWC0005,Upper West Fork Cow Creek
Y,,35842-ORDEQ:20000628:R:SR,35842-ORDEQ,VAN ASPEN CR AT RM 4.9,Van Aspen Creek,06/28/2000,532,44.2076464,-119.0008508,OR_WS_171200020105_05_106549,11,WESTERN CORDILLERA,17120002000159,38.487139999999997,4747,24007276,,MOST DISTURBED,35842-ORDEQ,VAN ASPEN CR AT RM 4.9
Y,,25412-ORDEQ:20010717:R:SR,25412-ORDEQ,Vincent Cr,Vincent Creek,07/17/2001,476,44.67143422,-118.5444494,OR_WS_170702030201_05_102157,11,WESTERN CORDILLERA,17070203000550,82.790559999999999,5506,23682191,,MOST DISTURBED,25412-ORDEQ,Vincent Cr
N,,25412-ORDEQ:20010717:T:SR,25412-ORDEQ,Vincent Cr,Vincent Creek,07/17/2001,472,44.67143422,-118.5444494,OR_WS_170702030201_05_102157,11,WESTERN CORDILLERA,17070203000550,82.790559999999999,5506,23682191,,MOST DISTURBED,25412-ORDEQ,Vincent Cr
Y,,150903,WALKER_CREEK_8,Walker Creek,NULL,07/25/2013,628,45.291146,-123.444952,OR_WS_171002030201_05_106100,1,MARINE WEST COAST FOREST,17100203027964,21.38641814,2378,NULL,23877071,MOST DISTURBED,WALKER_CREEK_8,Walker Creek
N,,150902,WALKER_CREEK_7,Walker Creek,Walker Creek,07/17/2013,610,45.28880466,-123.4355231,OR_WS_171002030201_05_106100,1,MARINE WEST COAST FOREST,17100203009754,86.852780949999996,2099,NULL,23877071,MOST DISTURBED,WALKER_CREEK_7,Walker Creek
Y,,26834-ORDEQ:20020807:R:SR,26834-ORDEQ,West Fork Brummit Creek tributary,NULL,08/07/2002,502,43.21133701,-123.8405446,OR_WS_171003050303_02_105314,1,MARINE WEST COAST FOREST,17100305000493,99.466290000000001,2012,23915379,,MOST DISTURBED,26834-ORDEQ,West Fork Brummit Creek tributary
Y,,13222-ORDEQ:19980709:R:SR,13222-ORDEQ,White Creek at River Mile 2.44,White Creek,07/09/1998,304,43.45440797,-123.0259114,OR_WS_171003030101_02_105706,4,WESTERN CORDILLERA,17100303001020,87.057239999999993,2677,24528730,,MOST DISTURBED,13222-ORDEQ,White Creek at River Mile 2.44
N,,168899,PWS-SR-28751,WHITE RIVER,White River,09/10/2018,550,45.224204,-121.187572,OR_SR_1707030609_05_101820,10,COLD DESERTS,17070306004353,29.83,1141,23718923,,MOST DISTURBED,PWS-SR-28751,WHITE RIVER
N,METHODS,17012-ORDEQ:19980827:R:SR,17012-ORDEQ,Whychus Creek at Perit Huntington Road,Whychus Creek,08/27/1998,117,44.29079727,-121.5306477,OR_WS_170703010702_05_102298,11,WESTERN CORDILLERA,17070301000131,5.8144900000000002,3142,23700305,,MOST DISTURBED,17012-ORDEQ,Whychus Creek at Perit Huntington Road
N,METHODS,17005-ORDEQ:19980923:R:SR,17005-ORDEQ,Whychus Creek upstream of FSR 6360 crossing,Whychus Creek,09/23/1998,499,44.40425435,-121.4026698,OR_SR_1707030107_05_101714,11,WESTERN CORDILLERA,17070301000127,1.39592,2553,23700293,,MOST DISTURBED,17005-ORDEQ,Whychus Creek upstream of FSR 6360 crossing
Y,,37795-ORDEQ:20140820:R:SR,37795-ORDEQ,Wildhorse Cr below Greasewood,Wildhorse Creek,08/20/2014,543,45.7379758,-118.6164847,OR_SR_1707010303_02_101479,10,COLD DESERTS,17070103000467,91.805319999999995,1380,23648718,,MOST DISTURBED,37795-ORDEQ,Wildhorse Cr below Greasewood
N,,23096-ORDEQ:20140820:R:SR,23096-ORDEQ,Wildhorse Creek at OWRD Gage at Stanhope Property,Wildhorse Creek,08/20/2014,559,45.68568956,-118.747143,OR_SR_1707010303_02_101479,10,COLD DESERTS,17070103002284,95.047870000000003,1128,23648702,,MOST DISTURBED,23096-ORDEQ,Wildhorse Creek at OWRD Gage at Stanhope Property
N,,12022-ORDEQ:20140820:R:SR,12022-ORDEQ,Wildhorse Creek near Mansfield Road (Athena),Wildhorse Creek,08/20/2014,573,45.79750123,-118.5265325,OR_WS_170701030303_02_101893,10,COLD DESERTS,17070103002540,55.797620000000002,1614,23648730,,MOST DISTURBED,12022-ORDEQ,Wildhorse Creek near Mansfield Road (Athena)
N,non-wadeable,33832-ORDEQ:20060822:T:SR,33832-ORDEQ,Willamette River,Willamette River,08/22/2006,702,44.04675639,-123.0579033,OR_SR_1709000306_05_103854,3,MARINE WEST COAST FOREST,17090003000356,90.428759999999997,412,23763427,,MOST DISTURBED,33832-ORDEQ,Willamette River
N,non-wadeable,11943-ORDEQ:20060830:T:SR,11943-ORDEQ,Willamette River 0.5 miles downstream of I-5 (Wilsonvlle),Willamette River,08/30/2006,140,45.293111,-122.759889,OR_SR_1709000704_88_104020,3,MARINE WEST COAST FOREST,17090007000155,64.402500000000003,55,23791277,,MOST DISTURBED,11943-ORDEQ,Willamette River 0.5 miles downstream of I-5 (Wilsonvlle)
N,non-wadeable,33854-ORDEQ:20060912:T:SR,33854-ORDEQ,Willamette River at River Mile 115 near Millersburg,Willamette River,09/12/2006,535,44.6754842,-123.1023134,OR_SR_1709000306_05_103854,3,MARINE WEST COAST FOREST,17090003000116,48.057810000000003,168,23762839,,MOST DISTURBED,33854-ORDEQ,Willamette River at River Mile 115 near Millersburg
N,non-wadeable,33853-ORDEQ:20060907:T:SR,33853-ORDEQ,Willamette River at River Mile 63 near Dayton,Willamette River,09/07/2006,655,45.16977093,-123.0060467,OR_SR_1709000703_04_104013,3,MARINE WEST COAST FOREST,17090007000181,41.293410000000002,73,23791329,,MOST DISTURBED,33853-ORDEQ,Willamette River at River Mile 63 near Dayton
Y,,33477-ORDEQ:20060712:R:SR,33477-ORDEQ,Willamette River tributary at River Mile 0.3,NULL,07/12/2006,489,45.46869604,-122.679593,OR_WS_170900120202_02_104555,3,MARINE WEST COAST FOREST,17090012008273,41.539650000000002,238,23815452,,MOST DISTURBED,33477-ORDEQ,Willamette River tributary at River Mile 0.3
Y,,33496-ORDEQ:20060718:R:SR,33496-ORDEQ,Willamette tributary near Wilsonville,NULL,07/18/2006,533,45.31444399,-122.7465855,OR_WS_170900070402_02_104419,3,MARINE WEST COAST FOREST,17090007000331,70.415289999999999,186,23791697,,MOST DISTURBED,33496-ORDEQ,Willamette tributary near Wilsonville
Y,,33502-ORDEQ:20060719:R:SR,33502-ORDEQ,Willow Creek,Willow Creek,07/19/2006,507,45.53260551,-122.8389548,OR_WS_170900100401_02_104506,3,MARINE WEST COAST FOREST,17090010000378,50.716149999999999,200,23805716,,MOST DISTURBED,33502-ORDEQ,Willow Creek
N,,34690-ORDEQ:20070828:R:SR,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60,NULL,08/28/2007,305,43.25887407,-124.0840055,OR_WS_171003050403_02_106395,1,MARINE WEST COAST FOREST,17100305000430,63.693559999999998,754,23915237,,MOST DISTURBED,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60
Y,,34690-ORDEQ:20080806:R:SR,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60,NULL,08/06/2008,537,43.25887407,-124.0840055,OR_WS_171003050403_02_106395,1,MARINE WEST COAST FOREST,17100305000430,63.693559999999998,754,23915237,,MOST DISTURBED,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60
N,,34690-ORDEQ:20090812:R:SR,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60,NULL,08/12/2009,605,43.25887407,-124.0840055,OR_WS_171003050403_02_106395,1,MARINE WEST COAST FOREST,17100305000430,63.693559999999998,754,23915237,,MOST DISTURBED,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60
N,,34690-ORDEQ:20090812:R:QCFR,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60,NULL,08/12/2009,476,43.25887407,-124.0840055,OR_WS_171003050403_02_106395,1,MARINE WEST COAST FOREST,17100305000430,63.693559999999998,754,23915237,,MOST DISTURBED,34690-ORDEQ,Woodward Cr (RM 3.90) Trib at RM 0.60
