Taxon_Group,Taxon,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Other Non-Insect,Fossaria/Stagnicola,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Oligochaeta,Fridericia,FALSE,,Fridericia,Fridericia,Oligochaeta,Fridericia
Plecoptera,Frisonia,FALSE,Single Species in Genus,DNI,Frisonia picticeps,Frisonia picticeps,DNI
Plecoptera,Frisonia ,FALSE,Trailing space after genus Name,DNI,Frisonia picticeps,Frisonia picticeps,DNI
Plecoptera,Frisonia picticeps,FALSE,Single Species in Genus,DNI,Frisonia picticeps,Frisonia picticeps,DNI
Other Non-Insect,Frontipoda,FALSE,,DNI,Frontipoda,Trombidiformes,DNI
Other Non-Insect,Frontipoda americana,FALSE,,DNI,Frontipoda,Trombidiformes,DNI
Other Non-Insect,Galba,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
,Galerucella,TRUE,Leaf beetle terrestrial,DNI,DNI,DNI,DNI
,Galerucella nymphaeae,TRUE,,DNI,DNI,DNI,DNI
Other Non-Insect,Gammaridae,FALSE,,DNI,Gammaridae,Gammaridae,DNI
Other Non-Insect,Gammaridea,FALSE,,DNI,Gammaridea,Gammaridea,DNI
Other Non-Insect,Gammarus,FALSE,,Gammarus,Gammarus,Gammarus,Gammarus
Other Non-Insect,Gammarus lacustris,FALSE,,Gammarus,Gammarus,Gammarus,Gammarus
Fish,Gasterosteidae,TRUE,Fish,DNI,DNI,DNI,DNI
Other Non-Insect,Gastropoda,FALSE,TOO COARSE,DNI,Gastropoda,Gastropoda,DNI
Heteroptera,Gelastocoris,TRUE,toad bugs,DNI,DNI,DNI,DNI
Chironomidae,Georthocladius,FALSE,,DNI,Georthocladius,Georthocladius,DNI
Coleoptera,Georyssus,FALSE,,DNI,Georyssus,Georyssus,DNI
,Geranomyia,FALSE,genus was subgenu of Limonia,DNI,Limoniidae,Limoniidae,DNI
Other Non-Insect,Gereckea,FALSE,,DNI,Gereckea,Trombidiformes,DNI
Heteroptera,Gerridae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Gerrinae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Gerris,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
,Gerris buenoi,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Gerris incurvatus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
,Gerris remigis,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Terrestrial,Glans,TRUE,Marine,DNI,DNI,DNI,DNI
Diptera,Gloma,TRUE,Dubious ID?,DNI,DNI,DNI,DNI
Terrestrial,Glossidae,TRUE,Marine,DNI,DNI,DNI,DNI
Other Non-Insect,Glossiphonia,FALSE,,Hirudinida,Glossiphonia,Glossiphonia,Hirudinida
Other Non-Insect,Glossiphonia complanata,FALSE,,Hirudinida,Glossiphonia,Glossiphonia,Hirudinida
Other Non-Insect,Glossiphonia elegans,FALSE,,Hirudinida,Glossiphonia,Glossiphonia,Hirudinida
Other Non-Insect,Glossiphoniidae,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida
Terrestrial,Glossobius,TRUE,marine,DNI,DNI,DNI,DNI
Trichoptera,Glossosoma,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Trichoptera,Glossosoma (Anseriglossa),FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
,Glossosoma alascense,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
,Glossosoma intermedium,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
,Glossosoma oregonense,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Trichoptera,Glossosoma penitum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
,Glossosoma penitus,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Trichoptera,Glossosoma pyroxum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Trichoptera,Glossosoma traviatum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Trichoptera,Glossosoma velonum,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Trichoptera,Glossosoma wenatchee,FALSE,,Glossosoma,Glossosoma,Glossosoma,Glossosoma
Trichoptera,Glossosomatidae,FALSE,,DNI,Glossosomatidae,Glossosomatidae,DNI
Trichoptera,Glossosomatinae,FALSE,,DNI,Glossosomatidae,Glossosomatidae,DNI
Trichoptera,Glossosomatoidea,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI
Diptera,Glutops,FALSE,,Glutops,Glutops,Glutops,Glutops
Terrestrial,Gluvia,TRUE,Terrestrial,DNI,DNI,DNI,DNI
,Glyphopsyche,FALSE,"valid, rare- marshes and slow systems",DNI,Glyphopsyche,Glyphopsyche,DNI
Chironomidae,Glyptotendipes,FALSE,,DNI,Glyptotendipes,Glyptotendipes,DNI
Other Non-Insect,Gnorimosphaeroma,FALSE,,DNI,Gnorimosphaeroma,Gnorimosphaeroma,DNI
Other Non-Insect,Gnorimosphaeroma oregonensis,FALSE,,DNI,Gnorimosphaeroma,Gnorimosphaeroma,DNI
Trichoptera,Goera,FALSE,Single Species in Genus,Goera archaon,Goera archaon,Goera archaon,DNI
Trichoptera,Goera archaon,FALSE,Single Species in Genus,Goera archaon,Goera archaon,Goera archaon,DNI
Trichoptera,Goeracea,FALSE,,DNI,Goeracea,Goeracea,DNI
Trichoptera,Goeracea genota,FALSE,,DNI,Goeracea,Goeracea,DNI
Trichoptera,Goeracea oregona,FALSE,,DNI,Goeracea,Goeracea,DNI
,Goereilla baumanni,FALSE,"rare taxon, Currently known from WA,MT, ID",DNI,Goereilla baumanni,Goereilla baumanni,DNI
Trichoptera,Goeridae,FALSE,,DNI,Goeridae,Goeridae,DNI
Trichoptera,Goerinae,FALSE,,DNI,Goeridae,Goeridae,DNI
Odonata,Gomphidae,FALSE,,DNI,Gomphidae,Gomphidae,DNI
,Gomphurus,FALSE,,DNI,Gomphidae,Gomphidae,DNI
Odonata,Gomphurus/Phanogomphus,FALSE,,DNI,Gomphidae,Gomphidae,DNI
Odonata,Gomphus,FALSE,changed to family currently no Gomphus in NA,DNI,Gomphidae,Gomphidae,DNI
,Gonempeda,FALSE,"not a new Limoniid, but rarely Idd backing off to family",DNI,Limoniidae,Limoniidae,DNI
,Gonidea,TRUE,was an Anodonta brackish or tidally influenced freshwater ,DNI,DNI,DNI,DNI
Other Non-Insect,Gonidea angulata,TRUE,was an Anodonta brackish or tidally influenced freshwater ,DNI,DNI,DNI,DNI
Diptera,Gonomyia,FALSE,,DNI,Gonomyia,Gonomyia,DNI
Diptera,Gonomyia/Ellipteriodes/Idiocera,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Diptera,Gonomyodes,FALSE,,DNI,Gonomyodes,Gonomyodes,DNI
Trichoptera,Grammotaulius,FALSE,,DNI,Grammotaulius,Grammotaulius,DNI
Coleoptera,Graphoderus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Coleoptera,Graphoderus liberus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Coleoptera,Graphoderus perplexus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Heteroptera,Graptocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Trichoptera,Grensia praeterita,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI
Oligochaeta,Guestphalinus,FALSE,,Lumbriculidae,Guestphalinus,Oligochaeta,Lumbriculidae
Trichoptera,Gumaga,FALSE,,Gumaga,Gumaga,Gumaga,DNI
Chironomidae,Guttipelopia,FALSE,,DNI,Guttipelopia,Guttipelopia,DNI
Chironomidae,Gymnometriocnemus,FALSE,,DNI,Gymnometriocnemus,Gymnometriocnemus,DNI
Diptera,Gymnopais/Twinnia,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Other Non-Insect,Gyraulus,FALSE,,Gyraulus,Gyraulus,Gyraulus,Gyraulus
Other Non-Insect,Gyraulus deflectus,FALSE,,Gyraulus,Gyraulus,Gyraulus,Gyraulus
Other Non-Insect,Gyraulus parvus,FALSE,,Gyraulus,Gyraulus,Gyraulus,Gyraulus
Coleoptera,Gyrinidae,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Coleoptera,Gyrinus,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Coleoptera,Gyrinus affinis,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Coleoptera,Gyrinus bifarius,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Coleoptera,Gyrinus consobrinus,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Coleoptera,Gyrinus maculiventris,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Coleoptera,Gyrinus picipes,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Coleoptera,Gyrinus plicifer,FALSE,,DNI,Gyrinidae,Gyrinidae,DNI
Oligochaeta,Haemonais,FALSE,,Naidinae,Haemonais,Oligochaeta,Naidinae
Other Non-Insect,Haemopis,FALSE,,Hirudinida,Haemopis,Haemopis,Hirudinida
Other Non-Insect,Haemopis grandis,FALSE,,Hirudinida,Haemopis,Haemopis,Hirudinida
Trichoptera,Halesochila taylori,FALSE,,DNI,Halesochila taylori,Halesochila taylori,DNI
Coleoptera,Haliplidae,FALSE,,Haliplidae,Haliplidae,Haliplidae,Haliplidae
Coleoptera,Haliplus,FALSE,,Haliplidae,Haliplus,Haliplus,Haliplidae
Plecoptera,Hansonoperla,FALSE,,DNI,Perlidae,Perlidae,DNI
,Haplolabis,TRUE,"No idea what this is, bad ID, bad name?",DNI,DNI,DNI,DNI
Plecoptera,Haploperla,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Plecoptera,Haploperla chilnualna,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Oligochaeta,Haplotaxida,FALSE,,DNI,Haplotaxis,Oligochaeta,DNI
Oligochaeta,Haplotaxidae,FALSE,,DNI,Haplotaxis,Oligochaeta,DNI
Oligochaeta,Haplotaxis,FALSE,,DNI,Haplotaxis,Oligochaeta,DNI
Chironomidae,Harnischia,FALSE,,DNI,Harnischia,Harnischia,DNI
Other Non-Insect,Harpacticoida,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI
Chironomidae,Heleniella,FALSE,,Heleniella,Heleniella,Heleniella,Heleniella
Terrestrial,Helesius,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Coleoptera,Helichus,FALSE,,DNI,Helichus,Helichus,DNI
Trichoptera,Helicopsyche,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Trichoptera,Helicopsyche borealis,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
,Helicopsychidae,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Other Non-Insect,Helisoma,FALSE,,DNI,Helisoma,Helisoma,DNI
Other Non-Insect,Helisoma anceps,FALSE,,DNI,Helisoma,Helisoma,DNI
Diptera,Helius,FALSE,,DNI,Helius,Helius,DNI
Other Non-Insect,Helobdella,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Other Non-Insect,Helobdella elongata,FALSE,best to leave at genus,Hirudinida,Helobdella,Helobdella,DNI
Other Non-Insect,Helobdella papillata,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Other Non-Insect,Helobdella stagnalis,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Other Non-Insect,Helobdella stagnalis complex,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Other Non-Insect,Helobdella triserialis,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Coleoptera,Helochares,FALSE,,Hydrophilidae,Helochares,Helochares,Hydrophilidae
Coleoptera,Helochares normatus,FALSE,,Hydrophilidae,Helochares,Helochares,Hydrophilidae
Diptera,Helodon,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Diptera,Helodon onychodactylum,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Diptera,Helodon onychodactylum group,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Diptera,Helodon onychodactylus complex,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Diptera,Helodon/Prosimulium,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Chironomidae,Helopelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Coleoptera,Helophorus,FALSE,,DNI,Helophorus,Helophorus,DNI
Terrestrial,Hemerobiidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Diptera,Hemerodromia,FALSE,,Hemerodromia,Hemerodromia,Hemerodromia,Hemerodromia
Diptera,Hemerodromiinae,FALSE,,DNI,Empididae,Empididae,DNI
Diptera,Hemerodromiini,FALSE,,DNI,Empididae,Empididae,DNI
Heteroptera,Hemiptera,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Oligochaeta,Henlea,FALSE,,DNI,Henlea,Oligochaeta,DNI
Ephemeroptera,Heptagenia,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Ephemeroptera,Heptagenia group,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Ephemeroptera,Heptagenia/Ecdyonurus,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Ephemeroptera,Heptagenia/Nixe,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
,Heptagenia/Nixe/Leucocruta,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Ephemeroptera,Heptageniidae,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Terrestrial,Here,TRUE,Marine,DNI,DNI,DNI,DNI
Diptera,Hesperoconopa,FALSE,,Hesperoconopa,Hesperoconopa,Hesperoconopa,Hesperoconopa
Heteroptera,Hesperocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Hesperocorixa laevigata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Hesperocorixa vulgaris,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Plecoptera,Hesperoperla,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Plecoptera,Hesperoperla hoguei,TRUE,no known from OR/WA,DNI,DNI,DNI,DNI
Plecoptera,Hesperoperla pacficia,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Plecoptera,Hesperoperla pacifica,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Trichoptera,Hesperophylax,FALSE,,DNI,Hesperophylax,Hesperophylax,DNI
Odonata,Hetaerina,FALSE,,DNI,Hetaerina,Hetaerina,DNI
Coleoptera,Heterelmis,FALSE,"This is a valid taxon, but way out of distribution dubious ID or typo?",DNI,Heterelmis,Heterelmis,DNI
Coleoptera,Heterlimnius,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Coleoptera,Heterlimnius corpulentus,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Coleoptera,Heterlimnius koebelei,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Ephemeroptera,Heterocloeon,FALSE,,DNI,Heterocloeon,Heterocloeon,DNI
Trichoptera,Heteroplectron,FALSE,single regional sp.,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum
Trichoptera,Heteroplectron californicum,FALSE,sinlge regional sp.,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum
Other Non-Insect,Heteropora pacifica,TRUE,"Valid taxon, but typo to Hesperoperla pacifica??",DNI,DNI,DNI,DNI
Heteroptera,Heteroptera,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Coleoptera,Heterosternuta,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Heterosternuta,Heterosternuta,Hydroporinae
Chironomidae,Heterotanytarsus,FALSE,,DNI,Heterotanytarsus,Heterotanytarsus,DNI
Chironomidae,Heterotrissocladius,FALSE,,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius
Chironomidae,Heterotrissocladius marcidus,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Chironomidae,Heterotrissocladius Marcidus Gr.,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Chironomidae,Heterotrissocladius marcidus group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Chironomidae,Heterotrissocladius marcidus Group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Chironomidae,Heterotrissocladius Marcidus Group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
,Heterotrissocladius Subpilosus Gr.,FALSE,"dubious ID, known from Artic north and Arctic Europe only backing off to genus",Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius
Terrestrial,Hexacola,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Ephemeroptera,Hexagenia,FALSE,,DNI,Hexagenia,Hexagenia,DNI
Ephemeroptera,Hexagenia limbata,FALSE,,DNI,Hexagenia,Hexagenia,DNI
Diptera,Hexatoma,FALSE,,Hexatoma,Hexatoma,Hexatoma,Hexatoma
Trichoptera,Himalopsyche,FALSE,single species in genus,DNI,Himalopsyche,Himalopsyche,DNI
Trichoptera,Himalopsyche phryganea,FALSE,single species in genus,DNI,Himalopsyche,Himalopsyche,DNI
Other Non-Insect,Hirudinea,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Other Non-Insect,Hirudinida,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Other Non-Insect,Hirudinidae,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Diptera,Holorusia,FALSE,,DNI,Holorusia,Holorusia,DNI
Diptera,Holorusia hespera,FALSE,,DNI,Holorusia,Holorusia,DNI
Trichoptera,Homophylax,FALSE,,DNI,Homophylax,Homophylax,DNI
Trichoptera,Homoplectra,FALSE,,DNI,Homoplectra,Homoplectra,DNI
Coleoptera,Hornectes quadrimaculatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Other Non-Insect,Hyalella,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella
Other Non-Insect,Hyalella azteca,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella
Other Non-Insect,Hyalellidae,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella
Diptera,Hybomitra,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Coleoptera,Hydaticus,FALSE,,DNI,Hydaticus,Hydaticus,DNI
Coleoptera,Hydaticus auruspex,FALSE,,DNI,Hydaticus,Hydaticus,DNI
Trichoptera,Hydatophylax,FALSE,,Hydatophylax,Hydatophylax,Hydatophylax,DNI
Trichoptera,Hydatophylax hesperus,FALSE,,Hydatophylax,Hydatophylax,Hydatophylax,DNI
Other Non-Insect,Hydra,FALSE,,Hydra,Hydra,Hydra,DNI
Other Non-Insect,Hydracarina,FALSE,,DNI,Acari,Acari,DNI
Other Non-Insect,Hydrachna,FALSE,,DNI,Hydrachna,Trombidiformes,DNI
Other Non-Insect,Hydrachnidae,FALSE,,DNI,Hydrachnidae,Trombidiformes,DNI
Coleoptera,Hydraena,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Coleoptera,Hydraenidae,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Coleoptera,Hydreanidae,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Other Non-Insect,Hydridae,FALSE,,Hydra,Hydra,Hydra,DNI
Chironomidae,Hydrobaenus,FALSE,,Hydrobaenus,Hydrobaenus,Hydrobaenus,Hydrobaenus
Other Non-Insect,Hydrobia,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Other Non-Insect,Hydrobiidae,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Coleoptera,Hydrobius,FALSE,,Hydrophilidae,Hydrobius,Hydrobius,Hydrophilidae
Coleoptera,Hydrochus,FALSE,,Hydrophilidae,Hydrochus,Hydrochus,Hydrophilidae
Other Non-Insect,Hydrodroma,FALSE,,DNI,Hydrodroma,Trombidiformes,DNI
Other Non-Insect,Hydroida,FALSE,,Hydra,Hydra,Hydra,DNI
Plecoptera,Hydroperla,FALSE,,DNI,Perlidae,Perlidae,DNI
Coleoptera,Hydrophilidae,FALSE,,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae
Coleoptera,Hydrophiloidea,FALSE,,DNI,Hydrophiloidea,Hydrophiloidea,DNI
Coleoptera,Hydroporinae,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Hydroporini,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Hydroporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Trichoptera,Hydropsyche,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Trichoptera,Hydropsyche (Hydropsyche),FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Trichoptera,Hydropsyche californica,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Trichoptera,Hydropsyche occidentalis,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Trichoptera,Hydropsychidae,FALSE,,DNI,Hydropsychidae,Hydropsychidae,DNI
Trichoptera,Hydropsychinae,FALSE,,DNI,Hydropsychidae,Hydropsychidae,DNI
Trichoptera,Hydropsychoidea,FALSE,TOO COARSE,DNI,Hydropsychoidea,Hydropsychoidea,DNI
Trichoptera,Hydroptila,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Trichoptera,Hydroptila ajax,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Trichoptera,Hydroptila arctia,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Trichoptera,Hydroptila consimilis,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Trichoptera,Hydroptila lenora,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Trichoptera,Hydroptila rono,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Trichoptera,Hydroptila xera,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Trichoptera,Hydroptilidae,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Trichoptera,Hydroptilidae sp. AJF#01,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Trichoptera,Hydroptilidae sp. RAI # 0001,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Chironomidae,Hydrosmittia,FALSE,,DNI,Hydrosmittia,Hydrosmittia,DNI
Coleoptera,Hydrotrupes palpalis,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Coleoptera,Hydrovatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Other Non-Insect,Hydrovolzia,FALSE,,DNI,Hydrovolzia,Trombidiformes,DNI
Other Non-Insect,Hydrovolziidae,FALSE,,DNI,Hydrovolziidae,Trombidiformes,DNI
Other Non-Insect,Hydrozoa,FALSE,,Hydra,Hydra,Hydra,DNI
Other Non-Insect,Hydryphantes,FALSE,,DNI,Hydryphantes,Trombidiformes,DNI
Other Non-Insect,Hydryphantidae,FALSE,,DNI,Hydryphantidae,Trombidiformes,DNI
Other Non-Insect,Hygrobates,FALSE,,Hygrobates,Hygrobates,Trombidiformes,Hygrobates
Other Non-Insect,Hygrobatidae,FALSE,,DNI,Hygrobatidae,Trombidiformes,DNI
Coleoptera,Hygrotus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Hygrotus sayi,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Coleoptera,Hygrotus tumidiventris,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Terrestrial,Hymenoptera,TRUE,Terrestrial,DNI,DNI,DNI,DNI
,Idiocera,FALSE,,DNI,Limoniidae,Limoniidae,DNI
,Idioptera,TRUE,"subgenus of Limnophila now genus, Limnophila still valid but very different taxon concept translating to family",DNI,Limoniidae,Limoniidae,DNI
Coleoptera,Ilybiosoma,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Coleoptera,Ilybius,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Coleoptera,Ilybius fraterculus,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Coleoptera,Ilybius quadrimaculatus,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Oligochaeta,Ilyodrilus,FALSE,,Tubificinae,Ilyodrilus,Oligochaeta,Tubificinae
